CATEGORY,,INDEPENDENT VARIABLES,,,,,,,DEPENDENT VARIABLES,,,,
Dates,Entity ID,Log Board_Size,PCT_IND_DIR,PCT_Women_On_Board,CEO_DUALITY,Log_Audit_Comm,BOARD_AVERAGE_TENURE,EQY_INST_PCT_SH_OUT,TOT_DEBT_TO_TOT_EQY,RETURN_ON_ASSET,RETURN_COM_EQY,EPS_GROWTH,TOBIN_Q_RATIO
1,99,1.946,0.571,0.143,0,1.386294361,5.06,0.2936,0.787181,0.075673,0.194542,1.625888,0.011247
2,99,1.792,0.5,0.167,0,1.386294361,5.06,0.29712,1.037236,0.023322,0.061279,-0.650497,0.010379
3,99,1.946,0.571,0.143,0,1.386294361,5.06,0.24331,0.273444,0.028161,0.062666,0.179345,0.009623
4,99,1.792,0.5,0.167,0,1.098612289,5.06,0.30865,0.111058,0.034331,0.053749,-0.19992,0.010682
5,99,1.792,0.5,0.167,0,1.386294361,5.06,0.34973,0.103015,0.039958,0.060027,0.170095,0.009737
6,99,1.792,0.5,0.333,0,1.386294361,4.32,0.26708,0.13615,-0.069883,-0.106539,-2.615,0.007194
7,99,1.946,0.429,0.143,0,1.386294361,4.56,0.28469,0.146427,-0.027971,-0.043056,0.629315,0.015002
8,99,1.792,0.333,0.167,0,1.098612289,2.86,0.29794,0.155809,0.054926,0.090355,3.153,0.024216
1,100,1.946,0.571,0.143,1,1.386294361,5.3,0.21053,0.194541,0.050309,0.070232,0.018987,0.0166
2,100,1.946,0.571,0.143,1,1.386294361,6.3,0.16726,0.085471,0.05965,0.087326,0.341615,0.013812
3,100,1.946,0.571,0.143,1,1.386294361,7.3,0.19305,0.151703,0.047415,0.068417,-0.13966,0.017995
4,100,1.946,0.571,0.143,1,1.386294361,8.3,0.24273,0.278063,0.049043,0.077643,0.211659,0.020989
5,100,1.946,0.571,0.143,1,1.098612289,7.93,0.23149,0.19751,0.076533,0.1157,0.687639,0.020051
6,100,1.946,0.571,0.286,1,1.098612289,8.93,0.32651,0.176006,0.061699,0.082759,-0.168421,0.013059
7,100,1.946,0.571,0.286,1,1.098612289,9.93,0.30576,0.163708,0.063527,0.08215,0.072257,0.019577
8,100,1.946,0.571,0.286,0,1.098612289,10.93,0.26345,0.274139,0.075482,0.105846,0.416626,0.025141
1,101,2.079,0.5,0.125,1,1.386294361,5.4,0.22582,0.913399,0.030636,0.097759,0.012249,0.015049
2,101,2.079,0.5,0.125,1,1.386294361,6.06,0.21796,1.182966,0.042311,0.15206,0.788926,0.011383
3,101,2.079,0.5,0.125,0,1.386294361,6.06,0.22784,1.242967,0.015862,0.0615,-0.565841,0.012209
4,101,2.079,0.5,0.125,0,1.386294361,6.06,0.25268,1.494247,0.020683,0.081181,0.402266,0.013273
5,101,2.079,0.5,0.125,0,1.386294361,6.06,0.27572,1.956138,0.017437,0.092775,0.119192,0.011831
6,101,2.197,0.556,0.222,0,1.386294361,6.06,0.27011,1.844075,0.013788,0.084095,-0.040614,0.010464
7,101,2.197,0.556,0.222,0,1.386294361,6.06,0.238,0.690265,0.098505,0.462349,5.528692,0.012087
8,101,2.197,0.556,0.222,0,1.386294361,6.06,0.82857,0.776399,0.040236,0.145847,-0.586599,0.013515
1,102,2.303,0.5,0.1,1,1.098612289,23.86,0.77626,1.482555,0.005287,0.020856,-0.723788,0.015271
2,102,2.079,0.5,0.125,1,1.098612289,23.14,0.69502,1.686233,0.011698,0.046041,1.212245,0.013733
3,102,2.079,0.5,0.125,1,1.098612289,24.14,0.6862,1.492168,0.02347,0.08357,1.023985,0.015198
4,102,2.079,0.5,0.125,1,1.098612289,7.78,0.70697,1.105029,0.031262,0.096908,0.443026,0.017302
5,102,2.079,0.5,0.125,1,1.098612289,5.77,0.71122,0.903416,0.045239,0.133106,0.735944,0.016534
6,102,2.079,0.5,0.125,0,1.098612289,6.77,0.70136,0.733623,0.032399,0.093207,-0.205968,0.014782
7,102,1.946,0.571,0.143,0,1.098612289,7.14,0.78494,0.661653,0.005254,0.013177,-0.845555,0.017355
8,102,2.079,0.5,0.125,0,1.098612289,8.14,0.88212,0.441899,0.018452,0.040848,2.949555,0.019106
1,103,2.079,0.625,0.125,0,1.609437912,6.96,0.24381,0.841577,0.040803,0.100786,0.012516,0.012454
2,103,2.079,0.625,0.125,0,1.609437912,8.1,0.34313,0.86952,0.023976,0.061395,-0.355995,0.010189
3,103,1.946,0.571,0.143,0,1.386294361,9.28,0.44898,0.824176,0.020713,0.061758,0.06142,0.010746
4,103,1.792,0.667,0.167,0,1.386294361,10.28,0.49019,0.83351,0.024207,0.080108,0.367089,0.01227
5,103,1.792,0.667,0.167,0,1.386294361,7.23,0.43667,1.09581,0.030042,0.11882,0.381393,0.012485
6,103,2.079,0.5,0.125,0,1.098612289,7.32,0.40041,1.287751,0.025889,0.12088,-0.052346,0.008945
7,103,1.946,0.571,0.143,0,1.098612289,10.26,0.30628,1.256987,0.005605,0.025634,-0.778713,0.011531
8,103,1.792,0.5,0.167,0,1.098612289,9.11,0.31789,1.043816,0.015224,0.071409,1.780822,0.013717
1,104,2.303,0.5,0.1,0,1.386294361,4.5,0.36308,0.342623,0.000095,0.000166,-0.957447,0.007239
2,104,2.303,0.5,0.1,0,1.386294361,4.77,0.55655,0.455861,-0.003599,-0.007271,-0.957447,0.006746
3,104,2.303,0.5,0.1,1,1.098612289,5.61,0.46599,0.512639,-0.01072,-0.02395,-1.997852,0.007297
4,104,2.303,0.5,0.1,1,1.098612289,6.61,0.41847,0.672387,-0.038094,-0.094977,-2.368425,0.007919
5,104,2.197,0.444,0.222,1,1.098612289,6.95,0.37267,0.763193,-0.038912,-0.111813,-0.058252,0.007475
6,104,1.792,0.5,0.333,1,1.098612289,7.44,0.36456,1.103649,-0.061171,-0.220381,-0.577982,0.007858
7,104,1.946,0.571,0.143,1,1.386294361,7.53,0.35242,2.057277,-0.024175,-0.117331,0.594186,0.008983
8,104,1.792,0.667,0.167,1,1.098612289,6.9,0.31861,1.949475,0.003344,0.016702,0.594186,0.010953
1,105,1.946,0.571,0.143,0,1.386294361,9.19,0.46554,0.319162,0.023267,0.034994,0.410029,0.005146
2,105,1.946,0.571,0.143,0,1.386294361,8.95,0.08128,0.351953,0.01124,0.01681,-0.512936,0.00497
3,105,1.946,0.571,0.143,0,1.386294361,9.95,0.40264,0.39461,0.011911,0.018432,0.114894,0.005761
4,105,1.792,0.5,0.167,0,1.386294361,10.95,0.40664,0.614768,0.009562,0.016062,-0.122137,0.006238
5,105,2.197,0.444,0.222,0,1.386294361,8.55,0.40817,0.625845,0.007071,0.012766,-0.369565,0.006719
6,105,2.079,0.5,0.125,0,1.386294361,11.32,0.42206,0.669678,0.006311,0.011631,-0.324138,0.005856
7,105,2.079,0.5,0.125,0,1.098612289,11.35,0.41468,0.655608,0.00278,0.00513,-0.561224,0.008057
8,105,1.946,0.571,0.143,0,1.098612289,8.24,0.05262,0.365728,0.012565,0.021997,3.465116,0.008417
1,106,1.792,0.667,0,1,1.386294361,3.49,0.3005,0.698325,0.019271,0.064681,-0.548451,0.010062
2,106,2.079,0.5,0.125,1,1.386294361,3.49,0.84115,0.736061,0.037515,0.104855,1.386983,0.009389
3,106,1.792,0.5,0.167,1,1.098612289,4.85,0.80394,0.50578,0.050142,0.118945,-0.37325,0.011309
4,106,1.792,0.5,0.167,1,1.386294361,5.85,0.67997,0.191331,0.058399,0.096789,0.968254,0.019127
5,106,1.609,0.6,0.2,1,1.098612289,6.85,0.67981,0.161496,0.060045,0.083288,-0.031063,0.019277
6,106,1.792,0.5,0.333,1,1.386294361,6.13,0.77844,0.236925,0.018289,0.026523,-0.675092,0.010479
7,106,1.792,0.5,0.333,1,1.386294361,7.13,0.81106,0.248138,0.010204,0.015193,-0.434535,0.012877
8,106,1.946,0.571,0.286,1,1.609437912,4.32,0.79963,0.282475,0.005256,0.009021,-0.399329,0.016081
1,107,2.398,0.545,0.091,0,1.098612289,3.56,0.60319,0.908422,0.016366,0.035329,0.106061,0.007393
2,107,2.398,0.545,0.091,0,1.386294361,3.99,0.41156,1.844711,0.016934,0.053041,0.243151,0.009228
3,107,2.303,0.5,0.1,0,1.098612289,5.06,0.31152,1.979342,0.021635,0.098775,0.192837,0.010077
4,107,2.079,0.5,0.125,0,1.098612289,6.04,0.36468,0.980322,0.122794,0.59053,4.773672,0.012301
5,107,2.079,0.5,0.125,0,1.098612289,7.04,0.45904,1.102589,0.027798,0.126167,-0.7792,0.010097
6,107,2.079,0.5,0.125,0,1.098612289,5.61,0.31363,0.766909,0.008784,0.031945,-0.758152,0.008493
7,107,1.946,0.571,0.143,0,1.098612289,5.89,0.30563,0.350116,0.000429,0.001222,-0.962547,0.010205
8,107,1.792,0.667,0.167,0,1.386294361,4.73,0.20776,0.387918,-0.016566,-0.039649,-0.962547,0.01152
1,108,1.946,0.571,0.143,1,1.386294361,15.83,0.26054,0.793133,0.026809,0.059869,-0.183673,0.008472
2,108,1.792,0.5,0.167,0,1.098612289,15.83,0.25364,0.917139,0.016162,0.038023,-0.376786,0.005761
3,108,1.792,0.5,0.167,0,1.386294361,14.17,0.11641,0.421614,0.021872,0.055446,0.558739,0.008772
4,108,1.792,0.5,0.167,0,1.386294361,15.17,0.08838,0.340899,0.014007,0.038408,-0.292279,0.011341
5,108,1.792,0.5,0.167,0,1.386294361,13.54,0.0899,0.607842,0.014731,0.053813,0.251948,0.009877
6,108,1.792,0.5,0.167,0,1.386294361,12.58,0.11728,1.407039,0.01051,0.046863,-0.226141,0.008669
7,108,1.792,0.5,0.167,0,1.386294361,13.58,0.11955,1.49741,-0.000481,-0.002084,-0.226141,0.009721
8,108,2.079,0.5,0.125,0,1.386294361,10.44,0.12667,1.282264,0.017313,0.074966,-0.226141,0.010567
1,109,2.303,0.5,0.3,1,1.791759469,10.64,0.05323,0.36602,0.033168,0.079319,-0.290535,0.014104
2,109,2.303,0.5,0.3,1,1.791759469,10.64,0.11056,0.728127,0.024317,0.072541,-0.098608,0.010001
3,109,2.303,0.5,0.3,1,1.791759469,10.7,0.10991,0.673726,0.030855,0.105123,0.481338,0.011752
4,109,2.303,0.5,0.3,0,1.791759469,11.7,0.0576,0.578889,0.043849,0.130623,0.392702,0.014762
5,109,2.303,0.5,0.3,0,1.791759469,12.7,0.04836,0.95389,0.023944,0.082681,-0.379289,0.012935
6,109,2.303,0.5,0.3,0,1.791759469,13.7,0.05095,0.81205,0.019675,0.082977,-0.040201,0.010017
7,109,2.485,0.5,0.25,0,2.079441542,14.7,0.03818,0.758414,-0.001447,-0.006137,-0.040201,0.012114
8,109,2.485,0.5,0.167,0,1.791759469,9.06,0.03695,0.558893,0.020177,0.0857,-0.040201,0.012988
1,110,1.946,0.429,0.143,0,1.098612289,7.96,0.09986,0.071963,0,0,0.995951,0.02697
2,110,1.946,0.429,0.143,0,1.098612289,7.96,0.08884,0.103906,0.089601,0.180349,1.096926,0.01576
3,110,1.946,0.429,0.143,0,1.098612289,8.96,0.18051,0.108899,0.055759,0.097595,-0.366695,0.023075
4,110,1.946,0.429,0.143,0,1.098612289,9.96,0.14633,0.161589,0.03118,0.051369,-0.429488,0.016483
5,110,2.079,0.625,0.25,0,1.098612289,10.96,0.19316,0.186383,0.011372,0.017808,-0.63955,0.013415
6,110,2.079,0.625,0.25,0,1.098612289,10.58,0.2214,0.151818,-0.025582,-0.039489,-0.63955,0.007953
7,110,2.079,0.625,0.25,0,1.098612289,11.58,0.22494,0.083125,0.00137,0.002293,-0.63955,0.014452
8,110,2.079,0.625,0.25,0,1.098612289,12.58,0.19699,0.236468,-0.004396,-0.00947,-0.63955,0.013555
1,111,1.792,0.5,0.167,1,1.386294361,5.32,0.02734,0.522837,0.022709,0.063268,0.584245,0.010024
2,111,1.792,0.5,0.167,1,1.386294361,5.32,0.01537,0.620657,0.034813,0.098078,0.650552,0.010326
3,111,1.792,0.5,0.167,1,1.386294361,6.32,0.01433,0.780528,0.048691,0.136637,0.53714,0.011547
4,111,1.792,0.5,0.167,1,1.386294361,7.32,0.01237,0.81978,0.055738,0.154123,0.262336,0.011905
5,111,1.792,0.5,0.167,1,1.386294361,6.57,0.01019,1.240247,0.044049,0.128149,-0.085698,0.010332
6,111,1.792,0.5,0.167,1,1.098612289,7.57,0.00164,1.308803,0.016982,0.052326,-0.565308,0.007925
7,111,1.792,0.5,0.167,1,1.098612289,8.57,0.00176,0.983792,0.015601,0.046304,-0.077228,0.008697
8,111,1.792,0.5,0.167,1,1.098612289,9.57,0.00001,0.338466,-0.123306,-0.124847,0.504,0.025849
